,full_name,influencer_id,influencer_pk,segment_category_cd,segment_category_name,statistics_type
3586,대전의 모든 것,daejeon_people,3539382703,2,음식,biography
3587,윤케이,yunk_h,2942067116,2,음식,biography
3588,hj_ahn,tjs2504,1737631020,2,음식,biography
3589,또다미,ddodami_bang,2017220166,2,음식,biography
3590,부산언니(부산관광마스코트),busanunnie,2103460406,2,음식,biography
3591,marinebird33@naver.com,marinebird33,1766108524,2,음식,biography
3592,호이후니,jjoy_hoony,1559260250,2,음식,biography
3593,맛집정보특공대,bestgreedfood,3441055803,2,음식,biography
3594,쏘쏘,ssosso.yy,4369158334,2,음식,biography
3595,창원플래닛,changwonplanet,4735761781,2,음식,biography
3596,뷰티 패션 일상💡ᵂᴱᴸᶜᴼᴹᴱ ᵀᴼ ˢᴼᴸᴳᴿᴬᴹ💡,chs.0928,5813832517,2,음식,biography
3597,부산에서 뭐 하지?,all.about.busan,3961475651,2,음식,biography
3598,초이코코💕,choicoco__,327388676,2,음식,biography
3599,울산플래닛,ulsanplanet,4735310784,2,음식,biography
3600,고충봉,chungbongko_jeju,3630622339,2,음식,biography
3601,미리별,miristar2,2958342296,2,음식,biography
3602,히도리TV 👄,heedorinim,8231933,2,음식,biography
3603,대전맛집,daejeon_mat_jip,1542416211,2,음식,biography
3604,율마이뽀,jeongmi_yeppi,3119582087,2,음식,biography
3605,캔디아트,candyart7,3220314549,2,음식,biography
3606,부산맛집/경남맛집/창원맛집/여행/체험,busannamja_,1966435654,2,음식,biography
3607,블랙루즈,blackrouge_kr,2227441052,2,음식,biography
3608,유니유니,yuni____yuni,6272286738,2,음식,biography
3609,JY,happylifejy,143616807,2,음식,biography
3610,라니💕,shrlms83,5532621860,2,음식,biography
3611,빵점엄마,2isyoon,4152505739,2,음식,biography
3612,달빛그램,moon.light0619,5680262318,2,음식,biography
3613,유릉이,love018294,1485638125,2,음식,biography
3614,해피고,jinhwa1004,2180558720,2,음식,biography
3615,선유,wweejj7,1073480426,2,음식,biography
3616,포코,poco0811,5496729376,2,음식,biography
3617,다라러브,darayalove,2306971584,2,음식,biography
3618,kimyuri,blue8854,3318791893,2,음식,biography
3619,블로거 꽃뚱맘(허혜림),hyerim.heo,2095414124,2,음식,biography
3620,울산언니,ulsansister,3856223768,2,음식,biography
3621,chouchou🐰💕,jy9389,6029990862,2,음식,biography
3622,퍼플래빗,burdkiss8,49621495,2,음식,biography
3623,지원님♥,lllsallsalll,1524024789,2,음식,biography
3624,부산오빠,busan.oppa,2265103277,2,음식,biography
3625,캠핑 + 가자훈,gajahun,2062667225,2,음식,biography
3626,🌵 쩡이의5분,elly.626,5398908071,2,음식,biography
3627,오하나. 💕💕,eum0826,5575940760,2,음식,biography
3628,♥매일매일 행날♥,hwp1227,5853857862,2,음식,biography
3629,천안에서 뭐 하지?,all.about.cheonan,3853471007,2,음식,biography
3630,대구맛집일보,fooddaegu,1216610263,2,음식,biography
3631,지니,jini2929,2237542058,2,음식,biography
3632,jamie,purplerain_99,3863831331,2,음식,biography
3633,PRAN - 프란,pran_choi,2216107184,2,음식,biography
3634,#맛집전문 #맛있으면 고우 하는거다! #맛고티비,matgotv,3105365574,2,음식,biography
3635,대구핫플[대구맛집.대구카페.대구여행],daefreeca,2045030527,2,음식,biography
3636,민이스타그램,gggg658500,6534201314,2,음식,biography
3637,ringsu,cocolove007,1732700662,2,음식,biography
3638,썽으니 SUNG,foodseoul,2039532165,2,음식,biography
3639,"블랑오브, 소연 🍑",blanc_aube,552763696,2,음식,biography
3640,광주맛집STOP&전라도맛집,gwangju_food_stop,1423705550,2,음식,biography
3641,쥬니월드,jiyoon_jyoun,524526389,2,음식,biography
3642,Danmi Magazine,danmi11,1705763547,2,음식,biography
3643,블루7,walhyun_lee,1678677064,2,음식,biography
3644,한톨이 ٩꒰｡•◡•。꒱۶,1_tol_2,7958059504,2,음식,biography
3645,썰,h_sseol,3559582332,2,음식,biography
3646,nakyung_07,nakyung_07,2159336022,2,음식,biography
3647,태희씨,moneydream_kate,1355658561,2,음식,biography
3648,다채움의 미약,haeun20161342,3231830771,2,음식,biography
3649,러브캣,epharm77,2291118860,2,음식,biography
3650,베리베리,veryvery.you,6950237193,2,음식,biography
3651,프레시어스🌸,jjhh0316,3183665900,2,음식,biography
3652,대구에서 뭐 하지?,all.about.daegu,3961479491,2,음식,biography
3653,김혜미,lucas_n_jake,4839145328,2,음식,biography
3654,의정부 하태핫태,phy6553,405097434,2,음식,biography
3655,라곰,ra_gom,3277768222,2,음식,biography
3656,"My Story, My Life & My Choices",sweet_steph777,3016639970,2,음식,biography
3657,jin___,pearl_hee_,1723198438,2,음식,biography
3658,민트핑크♡,mintpink1116,3320838293,2,음식,biography
3659,박윤채,yoonchae1004,1792527845,2,음식,biography
3660,규슐랭가이드,hdk_chef,2059314623,2,음식,biography
3661,전라북도,jeonbukstar,1738025643,2,음식,biography
3662,엘라,seolwon.son,2230137422,2,음식,biography
3663,노혜진,woomin3328,5638725390,2,음식,biography
3664,땡용어뭉,hisi6025,2905705687,2,음식,biography
3665,제곱X2,x2vendor,4043332526,2,음식,biography
3666,수원에서 뭐 하지?,all.about.suwon,3616657042,2,음식,biography
3667,광주맛집일보,food_gwangjus,2233034957,2,음식,biography
3668,광진 성동 중랑 맛집,gwangjin00,4128902374,2,음식,biography
3669,허안나,huranna,246054132,2,음식,biography
3670,맛스타그램 🍴,food_good__,2082868447,2,음식,biography
3671,정호영,jung_hoyoung_caden_,1596925360,2,음식,biography
3672,"부산맛집,여행,숙박,뉴스 정보/부산핫플",busanhotplace,4735988004,2,음식,biography
3673,청송농부,_s.y_jung,2211044787,2,음식,biography
3674,#광주맛집#광주카페#광주술집#광주데이트,gwangju_tasty,2980252218,2,음식,biography
3675,희달♡,huidari,1527781930,2,음식,biography
3676,제주도여기 : 제주도 대표 인스타그램,jejudo_here,196026651,2,음식,biography
3677,부산사는 동네주민,busan.jumin,3951274242,2,음식,biography
3678,lovemilove,lmjbsy,1592329221,2,음식,biography
3679,중고차 슛돌이 - 소비자가 뽑은 만족도 1위 🏆,shoot_car,1379156605,2,음식,biography
3680,라비앙,la.vie.an,3182839244,2,음식,biography
3681,어쭈구리왕문어 [전주본점],pth0304,2002127838,2,음식,biography
3682,,yeongjaemom,1702181743,2,음식,biography
3683,전주맛집 출격👅,tae_hunee,1412838473,2,음식,biography
3684,☆달콤쨈☆,sweetygam22,6504157926,2,음식,biography
3685,#제주도맛집 #제주맛집 #제주여행,jejumatzip,2327057199,2,음식,biography
3686,성남분당놀자💕,nolja_seongnam,2892923784,2,음식,biography
3687,수원놀자💕,nolja_suwon,2892840238,2,음식,biography
3688,"밥장인 상무, 봉봉막창 상무, 꽃아밥묵자 강남손약과",flowerlove44,714128623,2,음식,biography
3689,테이스토리의 맛있는 이야기,tastory91,503510635,2,음식,biography
3690,씨미,clamp2552,2125455631,2,음식,biography
3691,PENATESS Pool Villa and Resort,penatess_pool_villa_and_resort,1418297473,2,음식,biography
3692,방배미용실/방배준오헤어우인지(빌드펌/레이어드컷),wooinji,1420499901,2,음식,biography
3693,가고이루,pomsangsa,2370790334,2,음식,biography
3694,민쓰리,sinae44,1704287651,2,음식,biography
3695,투어로/골프투어로,touro_trip,1915349808,2,음식,biography
3696,chocoletjoa,chocoletjoa,1811362082,2,음식,biography
3697,20190624유부녀,yymm321,4369261808,2,음식,biography
3698,러블리은 💋,loveryeun,3114252756,2,음식,biography
3699,박 중언,wnddjsdl,3626578427,2,음식,biography
3700,대전플래닛,daejeonplanet,4089277037,2,음식,biography
3701,소금별이,siamsun44,2116872310,2,음식,biography
3702,꿈달,lesujeong1025,3062122833,2,음식,biography
3703,이현우,hyunwooyam,3059821910,2,음식,biography
3704,let’s cook 🥢,let__s,1347018608,2,음식,biography
3705,채널부산. 부산맛집,channelbusan,3221618773,2,음식,biography
3706,JY tour_충무로소주잔가이드️,jytour,8003832717,2,음식,biography
3707,티나,2048my,2462149303,2,음식,biography
3708,"강남의펌신 보승쌤 (단발,긴머리,레이어드컷)",boseoungkim,2101611033,2,음식,biography
3709,kim줌마,kmj1513,2263645105,2,음식,biography
3710,카사운드매니아,car_sound_mania,4551619133,2,음식,biography
3711,동두천 맛집.놀거리.꾸밀거리등 홍보 ㅡ응답하라동두천,_goddcs,2282621641,2,음식,biography
3712,상큼피클,freshpp03,3625244736,2,음식,biography
3713,꿘 😘,kkwon.hj,2027291157,2,음식,biography
3714,로미오,k__g__jong,934760950,2,음식,biography
3715,빈즈,k2281399,2871875433,2,음식,biography
3716,타이리셔스 이태원맛집 이태원핫플 이태원데이트,thailicious_itaewon,3906560251,2,음식,biography
3717,썬,ms15388,2001210986,2,음식,biography
3718,Euni,s_kyungeun,1974405116,2,음식,biography
3719,#제주도맛집#제주도카페#제주도데이트코스#이런날N,e.run.nal.n,1736144649,2,음식,biography
3720,해운대사랑,jaeyeong2454,4037357476,2,음식,biography
3721,Lee Ye bin,banny_bin,1268439587,2,음식,biography
3722,김경화,hwa3074,1427473379,2,음식,biography
3723,Nana,sajahome,6344712859,2,음식,biography
3724,Rachel Lee,cobot1013,1368312273,2,음식,biography
3725,장대순,soondae_t,4016059776,2,음식,biography
3726,찜. 하고 싶은 그것!,zzim_star,5770662954,2,음식,biography
3727,긍정의여왕,wowyuns,6043179374,2,음식,biography
3728,#광주맛집 CAFE BARIE #카페바리에,cafebarie,1474513284,2,음식,biography
3729,맛집/먹방/푸드/취향저격/음식,instafood_korea,3618839403,2,음식,biography
3730,부산소녀😉,busanintroduce,3164767909,2,음식,biography
3731,sso_with SIYU,__ssocong,1552985621,2,음식,biography
3732,한끼맛있다,hanggimasissda,3310153576,2,음식,biography
3733,팡팡스토리-거제도여행/거제펜션외도보타니아카페호텔맛집통영,geoje_story,2977549454,2,음식,biography
3734,따리,yevely81,1434786708,2,음식,biography
3735,유성웅,sungwoong3872,2040620790,2,음식,biography
3736,평택 맛집사돈집갈비,sadonjib,3716552845,2,음식,biography
3737,최화준,hwajune04,3269891924,2,음식,biography
3738,커요미네 정채원,golf.yomi,1629989106,2,음식,biography
3739,민냥,min_nyang_,2269063025,2,음식,biography
3740,강유미,yumigang25,1275224268,2,음식,biography
3741,고집돌우럭,gozip_jeju,7311486689,2,음식,biography
3742,#일상#맛집#뷰티#공연,prettyjiyoung,1772477169,2,음식,biography
3743,맛집/먹스타그램/먹방/맞팔,mokbbang,5315358108,2,음식,biography
3744,김미숙,lotusms12,1282242239,2,음식,biography
3745,Anny_min,anny_min,2288122871,2,음식,biography
3746,YC,my_name_is_yc,1579708204,2,음식,biography
3747,둥글게,kanghk1133,1190067058,2,음식,biography
3748,한옥에 반하다 🍃,hanokplanet,4777852938,2,음식,biography
3749,오봉파리 O'bon Paris,obonparis,2092646922,2,음식,biography
3750,소정 sovok,s0s_jeong,2324635910,2,음식,biography
3751,ara_m~💋세상예쁜모든것~👜💄👠👗⠀,jjua_1004,3926037826,2,음식,biography
3752,빅스타피자 공식인스타그램,bigstar_pizza,2952337837,2,음식,biography
3753,프슐랭가이드 [먹방 쿡방 일상 데일리먹 쉐프 요리사],chef_prime,1412862626,2,음식,biography
3754,ㅇㄱㄷKYUNGDUCK -  YUN,duck9058,1558141638,2,음식,biography
3755,고은Love필링링,goeun_gjw,1222769194,2,음식,biography
3756,H_JIN🤔,ooojhjooo,5983666317,2,음식,biography
3757,하나린 이야기,lemona7485,2165827302,2,음식,biography
3758,평창 봉평 메밀꽃향기,memilflower,5928125190,2,음식,biography
3759,럭셜황후,8341hy,1625562885,2,음식,biography
3760,항상 행복하자,junghwa3,1355755260,2,음식,biography
3761,성북동언니_오클라라,oclarakim,1153319118,2,음식,biography
3762,hyuni_b97,hyuni_b97,8092436440,2,음식,biography
3763,cho yun ju,dbswn3535,1901551330,2,음식,biography
3764,"(주)문삼F&B 대표브랜드 ""문어부인삼교비"" 대표입니다",deuk_hun,2012741479,2,음식,biography
3765,전태환,taehwan9346,3154303676,2,음식,biography
3766,제주에서 뭐먹지?,she_jejustory,4030634548,2,음식,biography
3767,해피니스,kim55057279,2245794433,2,음식,biography
3768,쭈니채니맘맘,chogd1120,2989252165,2,음식,biography
3769,뽀블리 김보배,prettykimbo,2280151454,2,음식,biography
3770,갓토리,smiletori,8303456049,2,음식,biography
3771,소소떡볶이,soso_tteokbokki,1682122657,2,음식,biography
3772,칠오공,yhs1003,2089634278,2,음식,biography
3773,오백돈,500don,2633772947,2,음식,biography
3774,명대사/명언/글/글스타그램,afamousline,3109348662,2,음식,biography
3775,초로기~♡,u__jjang,5669530380,2,음식,biography
3776,oyj,yoojin.oh0127,1328313790,2,음식,biography
3777,Yoomvely,kym6913,1801374046,2,음식,biography
3778,카톡ID: 삼부자네본점,3buja,1051794225,2,음식,biography
3779,츄람의 맛집 일기장 📝,chu.lime_,6246370838,2,음식,biography
3780,쿠킹버스,cooking_bus,3956139503,2,음식,biography
3781,상우씨,sang__woo__c,2325201979,2,음식,biography
3782,위위아뜰리에 꽃비쌤,kimggotbi,1250495502,2,음식,biography
3783,바이리미,by_limi,2262693393,2,음식,biography
3784,음식지도🍴🗺,busanfoodmap,3594380546,2,음식,biography
3785,JASON,ssaikod,1069962731,2,음식,biography
3786,창원네일 상남동네일 노퐁뷰티,nail_nopong,1135534030,2,음식,biography
3787,써나 :),sunhwa_park2132,2200875236,2,음식,biography
3788,카이수산,kaisuisan,5371440666,2,음식,biography
3789,울산하면여기,ulsanyogi,5625272983,2,음식,biography
3790,casador,kimhs1019,1445890106,2,음식,biography
3791,고고제인,janenstory,1469191299,2,음식,biography
3792,부산언니의 앨범,busanunnie_album,5692953942,2,음식,biography
3793,맛집러 우니 🌱,uniii_90,379146122,2,음식,biography
3794,Soojin Kim,pink_pony_tail,40063280,2,음식,biography
3795,도경이 아이주도 이유식❤ lee yoo jin,candle_enchanter,1779348778,2,음식,biography
3796,남매맘은 육아중~😘,lovely_family_mjg,3515918033,2,음식,biography
3797,한스형제,hansbros2,2160755515,2,음식,biography
3798,#허벌라이프 박현주코치  👑,herbalcong,1923314959,2,음식,biography
3799,뷰티영,sksdlro,2110825905,2,음식,biography
3800,수풀향기 💜,limmiae,1915723605,2,음식,biography
3801,유나설(U:NASEOL),una216,499716670,2,음식,biography
3802,⠀⠀⠀⠀⠀⠀⠀⠀남익명스타그램💕,___bluelotus,329359621,2,음식,biography
3803,조땡,cho_eun_chul,4461203371,2,음식,biography
3804,,kimjinhee4460,4898930412,2,음식,biography
3805,윤발잉,yoonjeong26,2253256863,2,음식,biography
3806,쭌브라더 ❤ 젊은아빠,sjwj0115,5320010842,2,음식,biography
3807,Number1Station,number1station,8140339648,2,음식,biography
3808,이주영,malangjay,2180500524,2,음식,biography
3809,무지개 ♥ 맞팔 인친 ♥,ckwldud0,3457108921,2,음식,biography
3810,요술공주,sseri.kkim,8473813895,2,음식,biography
3811,쏭블리,shslike40,1696594659,2,음식,biography
3812,샤이닝스타,nixinxin1004,19194108,2,음식,biography
3813,limlime805,limlime805,1397414995,2,음식,biography
3814,퓨리미 🌸,2_pieulim,4576971596,2,음식,biography
3815,Jung Eun  Lee,jungeun_shm,4196736248,2,음식,biography
3816,누리봄사랑,rurisarang07,3272452274,2,음식,biography
3817,요프,followjof,3056273511,2,음식,biography
3818,킴블리,sslove614,4555135378,2,음식,biography
3819,도윤맘♡,nbhjui59,1957006977,2,음식,biography
3820,카리아리,shinsoonyoung5360,5932309302,2,음식,biography
3821,별이나무♡,hansomjin1,5392246553,2,음식,biography
3822,응뎡이,ppickssary,2815450,2,음식,biography
3823,여름이다! 여행가쟈🐳,aekyung223,1305375485,2,음식,biography
3824,레타,pureta27,3268747182,2,음식,biography
3825,마이애미쭈,myaemijju,2973591803,2,음식,biography
3826,JinKyung Lee,diane_instar,1553616160,2,음식,biography
3827,소담별,souluvu,2010717457,2,음식,biography
3828,빡숑,psy1213,8002468360,2,음식,biography
3829,벤자민맘,hoya7920,3053742810,2,음식,biography
3830,Su Jung Park,hanulsj,5449541,2,음식,biography
3831,니니의 일상,moonnufo78,3991927582,2,음식,biography
3832,구본홍,coach_drhong,3182769660,2,음식,biography
3833,선팔하면맞팔하는 민트쩡이,jwhym012,2235311952,2,음식,biography
3834,유니네🌸,unine__,6638539442,2,음식,biography
3835,이슬랭가이드,2seul_guide,571249580,2,음식,biography
3836,수교,__sukyo,1127248543,2,음식,biography
3837,그린티의 여행맛집~ 선팔♡맞팔,kcmcha,2278432021,2,음식,biography
3838,미스틱쭈,mysticjoo27222,9390498885,2,음식,biography
3839,,niniini10,174408289,2,음식,biography
3840,Han,eun88,2131009,2,음식,biography
3841,Hyun Jung Ji,sabijjang,993128282,2,음식,biography
3842,현모양처,cacaca0429,1918443655,2,음식,biography
3843,달콩,swj80,4304651099,2,음식,biography
3844,궁서체,seoulfood_best,5387506560,2,음식,biography
3845,여밍9 #맞팔,pureum726,4274001029,2,음식,biography
3846,에일린(둥이맘),aileen21257,8172374604,2,음식,biography
3847,,ioymonsj,3283672464,2,음식,biography
3848,ITcools,itcools.blog.me,5781893671,2,음식,biography
3849,무상훈 / 한국의 미슐랭가이드를 꿈꾸다,moosanghoon,1395681917,2,음식,biography
3850,mukizm,mukizm,991884330,2,음식,biography
3851,맥짱,wns3497,1377184241,2,음식,biography
3852,최승구,choe_seung_gu,2093726762,2,음식,biography
3853,유민지 (밍지유) 🍒,mingzy_u,1529130778,2,음식,biography
3854,탱&채아찡맘,gaemigaemi84,3189722023,2,음식,biography
3855,비니,binni337,1411694951,2,음식,biography
3856,연소연(쏘블리),ssoy39,1684690272,2,음식,biography
3857,Lami the Lamb,reins.kr,2600439766,2,음식,biography
3858,좌충우돌 혜징림🤓,hyejing_gram,5892540223,2,음식,biography
3859,혀니,hyeni0115,1822231583,2,음식,biography
3860,맛집을 찾아서🏃🏼,lissom_judy,2725988679,2,음식,biography
3861,얼짱,78mylove,1470341379,2,음식,biography
3862,이혁중_맛소클짱,hyeokjunge,3243424585,2,음식,biography
3863,바람의딸 찌닝🌎⛺🐰,khjljh_love,3952883935,2,음식,biography
3864,Yunji💕,yunji_hh,1837932117,2,음식,biography
3865,🎈소통👫육아👨‍👩‍👧일상🤗맛집🍲여행🏖,kang_jiyoung83,4608301204,2,음식,biography
3866,김혜진,bluesky0326,3504374573,2,음식,biography
3867,러블리수,lovebm77,2272113343,2,음식,biography
3868,대전정복,daejeonjungbok,6848636715,2,음식,biography
3869,김형곤,rhkddls,4204745337,2,음식,biography
3870,도도쑤기,dodossuki,1332392683,2,음식,biography
3871,,wowrani,491372553,2,음식,biography
3872,조미경,chomi521209,3496047309,2,음식,biography
3873,영이의 먹스타그램🍗,young_foodsta,7631149555,2,음식,biography
3874,Kim WonJu,jiwoomom0307,1562153102,2,음식,biography
3875,뽀인트,turn.ing.point,4586226550,2,음식,biography
3876,김한솔,soribaby,212914343,2,음식,biography
3877,뷰티 패션 요리 육아 여행 공연🌸루비나그램☘,rubina011,3116242562,2,음식,biography
3878,몽비쥬🌞Mon Bijou 맛집.먹거리.육아.감성,03120805j,3152127303,2,음식,biography
3879,힐링메이트은지 먹방,eunji__717,565849775,2,음식,biography
3880,아띠,hyeeunjoung,4455384114,2,음식,biography
3881,봄송이 ⛳️골프👄뷰티👙패션,songyibom,1708655017,2,음식,biography
3882,세별,hodoomom82,2878399703,2,음식,biography
3883,깡단그램,kkamjjig80,1499761088,2,음식,biography
3884,윤♡,pyh0401,7421180815,2,음식,biography
3885,쏭지,ssongjiyam,2301612572,2,음식,biography
3886,똑해 👧,dmstnrl7890,1749465870,2,음식,biography
3887,땡초언니♥,pizzalove01,3125871023,2,음식,biography
3888,꽃여사,ssimssam,2942576497,2,음식,biography
3889,#끼맘,h20082014,1922115878,2,음식,biography
3890,슈붕,woongehni,2253185230,2,음식,biography
3891,나무그늘 yeonju,yeonju_79,2001064805,2,음식,biography
3892,Cherry 🍒,cherry_blossoms321,6312426008,2,음식,biography
3893,제주녀~척박,jungeun5869,4716765200,2,음식,biography
3894,큐티다야,cutydaya,2209387943,2,음식,biography
3895,핸유,heanuu,2136037831,2,음식,biography
3896,볼매마녀,woo0110,3131329710,2,음식,biography
3897,eun,happy_eune,2958627130,2,음식,biography
3898,상선언니♡,minhye1605,2184367978,2,음식,biography
3899,먹방 일상 여행 육아 뷰티,lljjyy1983,1952140044,2,음식,biography
3900,윤후엄마,yhoo0509,2259117701,2,음식,biography
3901,윤희,yunhee.hong.81,1438867303,2,음식,biography
3902,레이라 Eugene,laylaeugene,1106795805,2,음식,biography
3903,마틸,matil_ay,2104471035,2,음식,biography
3904,민,nashil2da,3082115992,2,음식,biography
3905,니나,pnn98,2860496920,2,음식,biography
3906,안지영,s.d.mom,3455982615,2,음식,biography
3907,"트레이너, 먹방유튜버 상해기",sanghyukkwon,292565250,2,음식,biography
3908,조은하,ehjjangg486,1653258116,2,음식,biography
3909,팅구❤탱이,kyolili7,3004947653,2,음식,biography
3910,심바 애미넴,simba_mommy,524815369,2,음식,biography
3911,예쁜베리,2hyeone,1963812353,2,음식,biography
3912,김예현(Cloe_Kim)🇰🇷 오늘보다 더 아름다운 내일,cloe_hyun,3507705862,2,음식,biography
3913,💕설아,munjungmi1114,2908233424,2,음식,biography
3914,초보새댁👫 행복하고 즐겁게 살기🍀,miya_99diet,5346556944,2,음식,biography
3915,#좋은이💖,jouni1004,2707504517,2,음식,biography
3916,서연,seraspia,2259912300,2,음식,biography
3917,ʜᴇᴇ ʜᴇᴇ,i_am_hee_hee,3571933145,2,음식,biography
3918,mh🙃,togus1212,5765175663,2,음식,biography
3919,BBo,amy_jimin2,1825151247,2,음식,biography
3920,인천서현,hwang_myung_ja,1584170356,2,음식,biography
3921,모닝그램,ssun_1981,2116311785,2,음식,biography
3922,행복배달부,liebe1505,1732028625,2,음식,biography
3923,shyun_mom,shyun_mom,1756921247,2,음식,biography
3924,이용 Lv.32,dldydvv586,2301317827,2,음식,biography
3925,까칠미녀❤맞팔환영해요,lovejung7,3675010278,2,음식,biography
3926,오코리타,okorita19,2660891808,2,음식,biography
3927,쿡쿡이 🌿,coookgirl,2759762786,2,음식,biography
3928,쁜이코코 선팔=맞팔 👫👬👭,yongheeyo,1692227857,2,음식,biography
3929,파란하늘.,kamiai239,2068158121,2,음식,biography
3930,letter07,letter07,5799922596,2,음식,biography
3931,미녕이model(역마살여자)  네이버블러그도놀러오세요,hing20,2218949987,2,음식,biography
3932,뽀샤,airfamjjin,2717923591,2,음식,biography
3933,영은이맘,eschung4444,1686018466,2,음식,biography
3934,강철민,min_spoon,1376826134,2,음식,biography
3935,보미스,bong0502,2281241920,2,음식,biography
3936,BK,twinkle_bk,3048869042,2,음식,biography
3937,써니수,babysoo2407,2110557142,2,음식,biography
3938,Lovely_JIYOU,jiyou_hong,1717979581,2,음식,biography
3939,정윤미,yunmi_j,2347034449,2,음식,biography
3940,해피드리미,happydreamy0,3182242371,2,음식,biography
3941,빛나별,bloom9778,1729863474,2,음식,biography
3942,슬비요,song2suki,7216214780,2,음식,biography
3943,은나라_시즌2,kumnara3355,3905515634,2,음식,biography
3944,DALMING,_sweet_ming,1224054256,2,음식,biography
3945,brandon aiden /,brandonaiden,1678142693,2,음식,biography
3946,naeun_klm,naeun_klm,3796169206,2,음식,biography
3947,먹방연구소,tastylaboratory,1832574399,2,음식,biography
3948,슈나,ery_jang,1750508055,2,음식,biography
3949,사랑해💕💕 울 막내둥이⚽️,myjoo0704,5631546491,2,음식,biography
3950,김도하 본부장,witdoha,636513902,2,음식,biography
3951,park,park110208,2267747406,2,음식,biography
3952,유민희,yuminhee_,1499407348,2,음식,biography
3953,달콤달콤♡,sweet_dolly_me,3548644532,2,음식,biography
3954,뽀냥마밍♡맞팔사랑♡,choi.jenifer,2268277687,2,음식,biography
3955,러블리최양❤️,choi07688,2976185939,2,음식,biography
3956,다블리.뷰티.패션.일상,jjoom20,3116158157,2,음식,biography
3957,챠밍,gimbomi6022,3231832321,2,음식,biography
3958,pongdang,ms_1004,3152033588,2,음식,biography
3959,은솔희섭mom,smy9809,2335280093,2,음식,biography
3960,Lee. beom. suk,lsblove7,1610745068,2,음식,biography
3961,리유미 소소한일상,sccs199,1529053165,2,음식,biography
3962,,kim_sssh,1639271695,2,음식,biography
3963,morinori,mori_nori_,261610913,2,음식,biography
3964,먹기 위해 사는 닝겐,leeemiho,2098150841,2,음식,biography
3965,👩‍🍳쿠킹맘 (임애숙) ㅡ집밥사랑💕💕💕,h.m_cooking_mom,5599046280,2,음식,biography
3966,꼬맹이,kkomangi000,3450653364,2,음식,biography
3967,#엘리샤그램#소비스타그램,nice_elisha,2101334583,2,음식,biography
3968,랄라,jump1024,2307918203,2,음식,biography
3969,노래하는윤아미🐥,youn_ami,1278168427,2,음식,biography
3970,Melbourne Eatstargrammer 멜번먹방,melb_instar,1550266073,2,음식,biography
3971,냥냥,shm282,13021088,2,음식,biography
3972,경진,gyeongjin82,2870438183,2,음식,biography
3973,Sohee You,usssooooo,293239381,2,음식,biography
3974,명품엘리,shimhyesook,2972900644,2,음식,biography
3975,순,skyjunec,1738293563,2,음식,biography
3976,변재욱,byunjaeuk_bnn,1516374085,2,음식,biography
3977,이PD,jejuleepd,2037530714,2,음식,biography
3978,오감농원 두번째구이대장 모아유통 나무그늘아래,l.daejin,2014730473,2,음식,biography
3979,꼬무리,ggo_ggomull,1543384524,2,음식,biography
3980,랄라♡,sk5380,3075231649,2,음식,biography
3981,먹스나(한입만장인 먹방),sn_kkkkkk,7438191188,2,음식,biography
3982,최경환,mortarea12,1832882900,2,음식,biography
3983,한현정  프로입니다:♡,hyunjung_pro,1176819973,2,음식,biography
3984,요리연구가 이보은입니다,shfk1212,291278298,2,음식,biography
3985,악동스토리,6ahdo,3114336876,2,음식,biography
3986,"로또💸안사요🙅‍♂️

뿌니뿌니이뿌니뿌니👸맞았어요🎉🎊",gallant_hyun,1751390408,2,음식,biography
3987,beautiful day♡,seeco77,3924452071,2,음식,biography
3988,써니,lsl222,1658786074,2,음식,biography
3989,마이블리,myvely828,1944319925,2,음식,biography
3990,#옥양그램 ♥️,busannews,2957462435,2,음식,biography
3991,엔제린지나,angelinjina,2018370619,2,음식,biography
3992,🌺mio의 일상리뷰🌺,mio_o.re,5467197428,2,음식,biography
3993,❤️,ssangdiya,1637554277,2,음식,biography
3994,보리스타그램,bobogyo,4865290926,2,음식,biography
3995,썬찐 - SSunjjin~ 🐾,sunjjin11,1055768968,2,음식,biography
3996,앙쿰,honeyjeong90,1535280090,2,음식,biography
3997,jjoreum0919,jjoreum0919,4292503550,2,음식,biography
3998,리쓰리월드,adela0818,1658910544,2,음식,biography
3999,rachaelchoi,rachaelchoi,1307431762,2,음식,biography
4000,오블리,woojinmom53,2250802781,2,음식,biography
4001,까칠한지혜씨,buzziya,1228467688,2,음식,biography
4002,판다가족💕 이야기,pandafamstory,5635341829,2,음식,biography
4003,마들렌,skysm1004,3017446454,2,음식,biography
4004,일로나,lsmhlove,2871939192,2,음식,biography
4005,장선아 (리나맘),meong_sunah,3231368324,2,음식,biography
4006,뷰티블로거 체리 Beautyblogger Cherry,cherrycosmeholic,823220171,2,음식,biography
4007,아리솔,tear3713,1001096542,2,음식,biography
4008,란아♥,triple_dimple,5917530667,2,음식,biography
4009,쩡,ajin_vely,2279210446,2,음식,biography
4010,써니♡,lms703_,2069291132,2,음식,biography
4011,High💕,juhyun160,1432418281,2,음식,biography
4012,김지유,119singo,1454286681,2,음식,biography
4013,pandababy,pandababykr,2247240099,2,음식,biography
4014,홈사랑넷 1644-3197,park.wanee,2015157855,2,음식,biography
4015,수진스타그램❤,kimsujin940114,1964870974,2,음식,biography
4016,SH 스토리,sungheejoung,8192180761,2,음식,biography
